Pretrain epoch [10/8], ZINB loss:0.3975, NB loss:9.8545, latent MSE loss:0.28754330, KL loss:0.00392455
Pretrain epoch [11/8], ZINB loss:0.4058, NB loss:9.9137, latent MSE loss:0.29942849, KL loss:0.00408008
Pretrain epoch [12/8], ZINB loss:0.4205, NB loss:9.6956, latent MSE loss:0.29438218, KL loss:0.00417568
Pretrain epoch [13/8], ZINB loss:0.4167, NB loss:9.6200, latent MSE loss:0.29351252, KL loss:0.00407097
Pretrain epoch [14/8], ZINB loss:0.4176, NB loss:9.6869, latent MSE loss:0.30988494, KL loss:0.00417778
Pretrain epoch [15/8], ZINB loss:0.3900, NB loss:9.4638, latent MSE loss:0.28958392, KL loss:0.00411013
Pretrain epoch [16/8], ZINB loss:0.4134, NB loss:9.7503, latent MSE loss:0.31388962, KL loss:0.00437300
Pretrain epoch [17/8], ZINB loss:0.4110, NB loss:9.5444, latent MSE loss:0.29587123, KL loss:0.00415554
Pretrain epoch [18/8], ZINB loss:0.4135, NB loss:9.5443, latent MSE loss:0.29057786, KL loss:0.00391740
Pretrain epoch [19/8], ZINB loss:0.4148, NB loss:9.3807, latent MSE loss:0.28878257, KL loss:0.00410809
Pretrain epoch [20/8], ZINB loss:0.3804, NB loss:9.2966, latent MSE loss:0.27401999, KL loss:0.00395106
Pretrain epoch [21/8], ZINB loss:0.3814, NB loss:9.4976, latent MSE loss:0.28535125, KL loss:0.00402683
Pretrain epoch [22/8], ZINB loss:0.3968, NB loss:9.3060, latent MSE loss:0.27934515, KL loss:0.00408514
Pretrain epoch [23/8], ZINB loss:0.3945, NB loss:9.1771, latent MSE loss:0.28345266, KL loss:0.00412349
Pretrain epoch [24/8], ZINB loss:0.3977, NB loss:9.2281, latent MSE loss:0.28138149, KL loss:0.00388571
Pretrain epoch [25/8], ZINB loss:0.4142, NB loss:9.2592, latent MSE loss:0.29233316, KL loss:0.00416808
Pretrain epoch [26/8], ZINB loss:0.4069, NB loss:9.0808, latent MSE loss:0.29119644, KL loss:0.00393770
